                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Ramon Urias                      3b  31  69 290   0   9   5  .688    31.6  4.1  .140  .628  .229  20 100 
LaMonte Wade*                    1b  31  41 169   2   1   2  .546    12.0  2.6  .104  .500  .250  11  39 
LaMonte Wade*                    rf  31  16  73   0   0   0  .476     4.3  2.2  .046  .426  .154   1  14 
Donovan Walton*                  2b  31   2   9   1   0   0  .250     0.2  0.6  .000  .143  .000   0   1 
Jorge Alfaro                     c   32   9  39   0   0   0  .564     3.2  3.0  .051  .448  .077   2  12 
Greg Allen#                      cf  32   4  14   0   0   2  .000    -0.0 -0.0  .000  .000 -0.07   0   0 
Dairon Blanco                    cf  32   3   8   2   0   0  .500    -0.6 -1.7  .167  .714  .333   1   2 
J.D. Davis                       1b  32   2   9   0   0   0  .222     0.1  0.4  .000  .125  .000   0   1 
Aramis Garcia                    c   32   1   4   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Connor Joe                       rf  32  16  70   0   2   2  .564     4.8  2.4  .066  .500  .164   4  17 
Connor Joe                       1b  32   2  10   0   0   0  .100     0.0  0.1  .000  .111  .111   0   0 
Dylan Moore                      2b  32  54 243   0   3   1  .642    23.4  3.4  .174  .646  .306  16  82 
Dylan Moore                      2b  32  47 213   0   2   1  .622    19.4  3.2  .167  .625  .307  14  69 
Dylan Moore                      2b  32   7  30   0   1   0  .781     4.0  4.9  .222  .810  .296   2  13 
Austin Slater                    rf  32  25 135   1   0   5  .721    14.5  3.9  .187  .646  .285  12  52 
Austin Slater                    lf  32   6  25   0   0   1  .240     0.2  0.3 -0.00  .130  .000   0   3 
Garrett Stubbs*                  c   32   0   1   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Adam Frazier*                    2b  33  63 262   1   3   8  .654    24.1  3.4  .081  .580  .162  13  79 
Adam Frazier*                    2b  33  48 197   0   2   0  .722    24.7  4.9  .120  .647  .168  14  74 
Randal Grichuk                   rf  33  21 105   0   0   1  .566     8.0  2.8  .093  .474  .165   5  29 
Randal Grichuk                   dh  33  41 188   0   3   5  .734    20.5  3.9  .217  .647  .269  23  80 
Enrique Hernandez                3b  33  53 256   1   5   7  .621    21.0  2.9  .164  .536  .241  18  85 
Omar Narvaez*                    c   33   3  10   0   1   0  .686     1.2  5.5  .000  .800  .286   0   2 
Eddie Rosario*                   rf  33   3   8   0   0   0  .250     0.1  0.5  .000  .143  .000   0   1 
Eddie Rosario*                   rf  33   1   4   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Eddie Rosario*                   rf  33   2   4   0   0   0  .500     0.3  2.3  .000  .333  .000   0   1 
Eugenio Suarez                   3b  33  53 220   0   1   4  .682    21.4  3.4  .239  .637  .333  22  86 
Eugenio Suarez                   3b  33 104 437   0   6   7  .897    72.4  6.4  .328  .899  .406  55 223 
Gio Urshela                      3b  33  50 197   2   1   6  .613    15.9  2.9  .088  .497  .155  15  59 
Tyler Heineman#                  c   34  46 174   5   2   1  .777    24.6  5.8  .128  .766  .221  12  62 
Travis Jankowski*                rf  34  12  50   1   1   0  .575     4.4  3.3  .044  .529  .156   2  13 
Travis Jankowski*                rf  34   0   1   1   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Travis Jankowski*                rf  34   4  15   0   0   0  .481     0.9  2.1  .000  .364  .071   0   3 
Travis Jankowski*                rf  34   8  34   0   1   0  .617     3.6  4.0  .065  .609  .194   2  10 
Chris Taylor                     rf  34  27 125   0   1   1  .557     8.9  2.5  .115  .495  .159   9  34 
                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age  GS  PA  SH  SF GDP   OPS      RC RC27   ISO  TAVG   SEC EBH  TB 
Chris Taylor                     lf  34   6  35   0   0   1  .457     1.3  1.2  .057  .300  .029   2   9 
Chris Taylor                     rf  34  21  90   0   1   0  .598     7.8  3.2  .141  .585  .218   7  25 
Austin Wynns                     c   34  29 110   1   1   3  .865    17.0  5.9  .252  .803  .301  14  56 
Austin Wynns                     c   34  12  43   0   0   1 1.142    12.0 13.0  .300 1.240  .375   6  28 
Austin Wynns                     c   34  17  67   1   1   2  .687     6.2  3.1  .222  .588  .254   8  28 
Mike Yastrzemski*                rf  34  85 372   2   1   4  .685    40.6  4.3  .125  .664  .283  23 114 
Mike Yastrzemski*                rf  34  44 186   0   4   3  .839    28.2  6.0  .263  .861  .429  23  78 
Jon Berti                        3b  35  26 107   0   0   1  .492     6.9  2.2  .020  .494  .150   2  23 
Rob Brantly*                     c   35   3   7   0   0   0  .857     1.3  8.7  .000  .750  .000   0   3 
Jason Heyward*                   lf  35  22  95   0   3   1  .494     5.3  1.9  .094  .403  .153   4  23 
Nick Martini*                    dh  35  31 111   0   0   1  .582     9.0  3.0  .069  .488  .157   5  30 
Austin Nola                      c   35  10  41   1   0   2  .436     1.5  1.2  .026  .303  .079   1   8 
Jacob Stallings                  c   35  11  36   0   0   4  .282     0.1  0.1  .029  .171  .057   1   5 
Jacob Stallings                  c   35  27  93   1   0   1  .396     3.6  1.3  .036  .315  .095   3  15 
Sandy Leon#                      c   36   3  12   0   0   0  .417     0.3  0.8  .250  .364  .250   1   4 
Donovan Solano                   1b  37  38 176   0   2   9  .639    14.6  3.0  .092  .511  .141   8  56 
Donovan Solano                   2b  37   1   3   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Carlos Santana#                  1b  39   6  19   0   0   0  .263     0.3  0.5  .053  .176  .053   1   3 
Carlos Santana#                  1b  39 108 455   0   4   7  .650    45.7  3.9  .109  .618  .258  21 132 
Yuli Gurriel                     dh  41   9  40   0   0   0  .339     1.2  1.0  .028  .281  .139   1   5 
                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age PA/G AB/G  BIP IPAVG  TBW TBW/PA TBWH TBWH/PA K/BB 
Samuel Basallo*                  c   20 3.81 3.52   75  .187   42   .356   45    .381  5.0 
Bryce Eldridge*                  dh  20 3.70 2.80   16  .188   12   .324   13    .351  1.9 
Roman Anthony*                   rf  21 4.27 3.62  166  .404  159   .525  164    .541  2.1 
Moises Ballesteros*              dh  21 3.30 2.85   43  .349   36   .545   36    .545  1.3 
Denzer Guzman                    ss  21 3.31 3.23   18  .333   16   .372   16    .372 22.0 
Carter Jensen*                   dh  21 3.45 3.00   45  .333   42   .609   42    .609  1.3 
Sal Stewart                      1b  21 3.22 3.06   35  .257   33   .569   33    .569  5.0 
Cole Young*                      2b  21 3.34 2.90  176  .244   96   .374   98    .381  1.7 
Maximo Acosta                    3b  22 3.21 2.84   34  .235   27   .443   28    .459  2.8 
Jac Caglianone*                  rf  22 3.74 3.39  151  .172   80   .345   84    .362  2.9 
Owen Caissie*                    rf  22 2.25 2.17   14  .286   10   .370   10    .370 11.0 
Yanquiel Fernandez*              dh  22 2.83 2.65   91  .297   56   .381   56    .381  5.5 
Harry Ford                       c   22 1.00 0.75    4  .250    1   .125    2    .250 99.0 
Jhostynxon Garcia                rf  22 1.80 1.40    2  .500    4   .444    4    .444  2.5 
Brady House                      3b  22 3.75 3.58  184  .310   92   .336   92    .336  9.8 
Kyle Karros                      3b  22 3.63 3.19   97  .309   53   .340   55    .353  2.7 
Luke Keaschall                   2b  22 4.22 3.71  150  .340  100   .483  105    .507  1.5 
Nick Kurtz*                      1b  22 4.18 3.59  237  .363  323   .661  325    .665  2.4 
Daylen Lile*                     rf  22 3.86 3.53  261  .333  181   .516  185    .527  2.7 
Marcelo Mayer*                   3b  22 3.09 2.89   83  .301   59   .434   59    .434  5.1 
Christian Moore                  2b  22 3.47 3.06   95  .263   79   .429   80    .435  3.3 
Max P. Muncy                     3b  22 3.49 3.27  130  .269   88   .400   91    .414  6.8 
Alejandro Osuna*                 lf  22 2.79 2.40  117  .256   63   .358   65    .369  1.6 
Edgar Quero#                     c   22 3.63 3.29  291  .320  162   .402  166    .412  2.2 
Cam Smith                        rf  22 3.68 3.29  297  .320  201   .408  208    .422  3.2 
Carson Williams                  ss  22 3.31 3.09   51  .235   41   .387   41    .387  7.3 
Dylan Beavers*                   lf  23 3.91 3.14   71  .296   70   .511   70    .511  1.4 
Warming Bernabel                 1b  23 3.65 3.47  110  .282   64   .438   64    .438  3.6 
Kristian Campbell                2b  23 3.93 3.42  152  .296  108   .411  112    .426  2.5 
Tsung-Che Cheng*                 ss  23 2.33 2.33    4  .000    0   .000    0    .000 99.0 
Jimmy Crooks*                    c   23 3.07 3.00   27  .185   11   .239   12    .261 99.0 
Alex Freeland#                   3b  23 3.34 2.90   48  .292   37   .381   38    .392  3.2 
Petey Halpin*                    cf  23 1.33 1.00    4  .500    4   .500    4    .500  1.0 
Robert Hassell*                  cf  23 2.94 2.81  132  .311   70   .340   71    .345  7.8 
C.J. Kayfus*                     rf  23 3.14 2.80   83  .277   62   .449   64    .464  3.5 
Brice Matthews                   2b  23 3.62 3.23   20  .150   21   .447   22    .468 10.0 
Chase Meidroth                   ss  23 4.14 3.69  377  .289  189   .374  195    .386  1.6 
Victor Mesa*                     rf  23 2.38 2.00   27  .185   16   .421   16    .421  1.0 
Colson Montgomery*               ss  23 4.00 3.59  153  .261  160   .563  162    .570  3.3 
Kyren Paris                      cf  23 3.18 2.86   62  .290   58   .414   61    .436  5.9 
Agustin Ramirez                  c   23 4.30 3.95  407  .253  258   .441  266    .455  3.1 
Matt Shaw                        3b  23 3.47 3.12  290  .262  193   .442  195    .446  2.5 
Kyle Teel*                       c   23 3.81 3.24  170  .359  141   .475  146    .492  2.1 
Zac Veen*                        rf  23 3.08 2.83   19  .158   10   .270   11    .297  7.0 
Drake Baldwin*                   c   24 3.60 3.27  318  .289  228   .511  231    .518  1.8 
Jorge Barrosa#                   cf  24 2.33 2.15   51  .176   18   .234   19    .247 11.0 
Nathan Church*                   cf  24 2.41 2.07   40  .225   17   .262   20    .308  6.0 
Zach Cole*                       rf  24 3.47 3.13   23  .348   31   .596   31    .596  4.0 
Rafael Flores                    1b  24 2.43 2.14    8  .375    7   .412    7    .412  3.5 
Cody Freeman                     2b  24 3.36 3.17   94  .245   44   .364   44    .364  3.8 
Drew Gilbert*                    rf  24 2.79 2.56   78  .205   42   .385   43    .394  2.9 
Matthew Lugo                     cf  24 2.26 2.23   41  .293   32   .457   33    .471 99.0 
Jakob Marsee*                    cf  24 4.25 3.80  157  .357  122   .521  124    .530  2.2 
Ronny Mauricio#                  3b  24 3.02 2.75  108  .296   77   .418   78    .424  3.6 
Curtis Mead                      3b  24 3.22 3.05   95  .316   41   .311   45    .341 10.0 
Curtis Mead                      2b  24 2.69 2.35   80  .287   51   .386   55    .417  2.8 
Jacob Melton*                    cf  24 2.44 2.19   42  .262   19   .244   20    .256  4.8 
Graham Pauley*                   3b  24 2.97 2.60  123  .260   80   .435   80    .435  1.7 
Liover Peguero                   ss  24 2.67 2.42   51  .235   35   .398   37    .420  4.2 
Ryan Ritter                      ss  24 3.45 3.12  130  .338   73   .353   78    .377  6.1 
Dalton Rushing*                  c   24 2.92 2.68   82  .305   56   .361   57    .368  5.8 
Chandler Simpson*                cf  24 4.05 3.80  378  .323  163   .370  163    .370  2.2 
Colby Thomas                     rf  24 2.69 2.45   69  .304   57   .432   58    .439  7.0 
George Valera*                   dh  24 3.00 2.56   26  .269   24   .500   24    .500  1.9 
Jorbit Vivas*                    2b  24 2.28 1.93   44  .182   19   .288   22    .333  2.6 
Ben Williamson                   3b  24 3.47 3.26  214  .322  101   .342  102    .346  4.3 
Jordyn Adams                     cf  25 0.50 0.50    3  .000    0   .000    0    .000 99.0 
Will Banfield                    c   25 1.43 1.43    4  .250    1   .100    1    .100 99.0 
Tyler Callihan*                  lf  25 1.50 1.50    5  .200    1   .167    1    .167 99.0 
Alexander Canario                lf  25 2.69 2.48  131  .313   90   .385   90    .385  4.7 
Denzel Clarke                    cf  25 3.38 3.15   86  .360   61   .384   64    .403 10.2 
Kenedy Corona                    cf  25 1.33 0.67    1  .000    2   .500    2    .500  0.5 
                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age PA/G AB/G  BIP IPAVG  TBW TBW/PA TBWH TBWH/PA K/BB 
Caleb Durbin                     3b  25 3.72 3.27  391  .263  202   .399  226    .447  1.7 
Dustin Harris*                   lf  25 2.26 2.11   26  .269   17   .395   17    .395  4.3 
Heriberto Hernandez              lf  25 3.38 2.94  173  .335  143   .486  146    .497  2.5 
Jeremiah Jackson                 rf  25 3.81 3.54  115  .365   87   .475   89    .486  4.5 
Jarred Kelenic*                  rf  25 2.71 2.50   35  .229   23   .354   23    .354  4.6 
Otto Kemp                        3b  25 3.52 3.18  124  .306   93   .427  100    .459  5.6 
Jonathan Ornelas                 3b  25 2.00 2.00    4  .500    2   .500    2    .500  0.0 
Jonathan Ornelas                 ss  25 1.50 1.25    2  .000    1   .167    1    .167  3.0 
Tirso Ornelas*                   lf  25 2.29 2.00   12  .083    3   .188    3    .188  1.0 
Oswald Peraza                    3b  25 2.50 2.30  161  .217   78   .294   80    .302  4.7 
Oswald Peraza                    1b  25 2.71 2.46   53  .264   29   .305   30    .316  5.5 
Oswald Peraza                    3b  25 2.39 2.23  108  .194   49   .288   50    .294  4.3 
Tristan Peters*                  cf  25 3.00 3.00    5  .000    0   .000    0    .000 99.0 
Alan Roden*                      lf  25 2.78 2.47  100  .240   48   .314   54    .353  4.6 
Alan Roden*                      lf  25 3.33 3.17   24  .208   10   .250   12    .300 99.0 
Alan Roden*                      lf  25 2.63 2.28   76  .250   38   .336   42    .372  3.0 
Johnathan Rodriguez              rf  25 2.48 2.29   47  .255   32   .416   32    .416  3.7 
Ronny Simon#                     2b  25 3.26 2.85   65  .277   29   .330   29    .330  1.9 
Ronny Simon#                     rf  25 4.00 3.75   23  .304    9   .281    9    .281  8.0 
